BADGE,BADGE_ADDRESS,BADGE_CITY,MODEL_BADGE_LAT,MODEL_BADGE_LON,GIS_BADGE_LAT,GIS_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M
1110170,1940 S CHELTON RD APT D314,COLO SPGS,38.804506,-104.752843,38.80353758,-104.7541615,157.0
1005062,5398 GRANTSVILLE GRV APT 104,COLO SPGS,38.908923,-104.713257,38.90882169,-104.7114479,156.9
1299317,1835 PRESIDENTIAL HTS APT 817,COLO SPGS,38.803905,-104.853947,38.80439327,-104.8522483,156.9
1060281,"8455 VISTA DEL PICO BLVD, LIGHTS",COLO SPGS,38.934179,-104.670949,38.93526943,-104.6720948,156.6
1280146,1835 PRESIDENTIAL HTS APT 822,COLO SPGS,38.803905,-104.853947,38.8043213,-104.8522249,156.2
1200401,"3688 PARKMOOR VILLAGE DR, LNDRY C",COLO SPGS,38.877527,-104.75981,38.87893112,-104.7597558,156.2
1007859,5430 GRANTSVILLE GRV APT 102,COLO SPGS,38.908923,-104.713257,38.90848277,-104.7115439,156.1
1150730,"2650 HANCOCK EXPY, SIGN",COLO SPGS,38.792075,-104.764568,38.79271491,-104.7661703,156.0
1110150,1940 S CHELTON RD APT D317,COLO SPGS,38.804506,-104.752843,38.80355638,-104.7541612,155.6
1226446,2740 VICKERS DR APT 416,COLO SPGS,38.914631,-104.776,38.91581301,-104.7769583,155.4
1110168,1940 S CHELTON RD APT D315,COLO SPGS,38.804506,-104.752843,38.80353291,-104.75413,155.4
1100311,1940 S CHELTON RD APT G236,COLO SPGS,38.804506,-104.752843,38.80315251,-104.7532595,154.8
1298506,1835 PRESIDENTIAL HTS APT 816,COLO SPGS,38.803905,-104.853947,38.8043645,-104.8522612,154.8
1270143,2740 VICKERS DR APT 426,COLO SPGS,38.914631,-104.776,38.91583278,-104.7768977,154.6
1011569,"6098 BARNES RD, SPKG E",COLO SPGS,38.89452,-104.715299,38.89539034,-104.7139052,154.6
1006339,5398 GRANTSVILLE GRV APT 203,COLO SPGS,38.908923,-104.713257,38.9088233,-104.7114787,154.3
1280145,1835 PRESIDENTIAL HTS APT 823,COLO SPGS,38.803905,-104.853947,38.80429217,-104.8522381,154.2
1100305,1940 S CHELTON RD APT G134,COLO SPGS,38.804506,-104.752843,38.80314457,-104.7531758,154.1
1302958,"3344 SOARING BIRD CIR, SPKG",COLO SPGS,38.949297,-104.769735,38.94997252,-104.7681828,153.8
1113820,1940 S CHELTON RD APT D318,COLO SPGS,38.804506,-104.752843,38.80355856,-104.7541306,153.5
1123183,3100 WOOD AVE LOT I13,COLO SPGS,38.876547,-104.824791,38.87607528,-104.8264577,153.5
1113823,1940 S CHELTON RD APT D316,COLO SPGS,38.804506,-104.752843,38.80358497,-104.7541598,153.3
1006818,5430 GRANTSVILLE GRV APT 103,COLO SPGS,38.908923,-104.713257,38.90848158,-104.7115789,153.3
1068165,"765 INTERQUEST PKWY, STLITE",COLO SPGS,38.990759,-104.814147,38.99062283,-104.8123816,153.3
1280148,1835 PRESIDENTIAL HTS APT 814,COLO SPGS,38.803905,-104.853947,38.80433574,-104.8522742,152.7
1001870,"5450 PIKES PEAK TOLL RD, CRYSTAL",CASCADE,38.921178,-105.026721,38.92077541,-105.0250337,152.7
1270144,2740 VICKERS DR APT 417,COLO SPGS,38.914631,-104.776,38.91579739,-104.7769247,152.4
1153395,"55 CLUBHOUSE DR, PHONE EQUIP",COLO SPGS,38.784239,-104.822312,38.7855782,-104.8219442,152.3
1280158,1835 PRESIDENTIAL HTS APT 824,COLO SPGS,38.803905,-104.853947,38.80426304,-104.8522512,152.2
1303841,2130 SUMMERSET DR,COLO SPGS,38.950721,-104.789287,38.95172337,-104.7880945,151.8
1020709,"5035 BALSAM ST, SPKG",COLO SPGS,38.923163,-104.733101,38.92382208,-104.7346377,151.8
1073744,6120 TRANSMITTER LN BLDG A1,COLO SPGS,38.745369,-104.860068,38.74582605,-104.8617158,151.7
1267065,2740 VICKERS DR APT 425,COLO SPGS,38.914631,-104.776,38.91581716,-104.7768642,151.6
1110198,1940 S CHELTON RD APT D313,COLO SPGS,38.804506,-104.752843,38.80358397,-104.7541296,151.5
1155513,"52 S MURRAY BLVD, TELMTR",COLO SPGS,38.834434,-104.745615,38.83338339,-104.7467291,151.5
1110171,1940 S CHELTON RD APT D215,COLO SPGS,38.804506,-104.752843,38.80361184,-104.7541595,151.3
1005559,5398 GRANTSVILLE GRV APT 102,COLO SPGS,38.908923,-104.713257,38.90882456,-104.7115133,151.3
1310911,"3525 RESEARCH PKWY, SPKG",COLO SPGS,38.956543,-104.766375,38.95659693,-104.7646277,151.2
1273233,"6998 N ACADEMY BLVD, SIGN",COLO SPGS,38.932167,-104.796149,38.93266847,-104.7977716,151.0
1265314,"5079 N ACADEMY BLVD, TRF SG",COLO SPGS,38.90435,-104.774189,38.90481835,-104.7758264,151.0
1307887,"55 EL PASO BLVD, BALL PARK",MANITOU,38.858569,-104.889357,38.85876883,-104.8910807,150.9
1124818,3600 N CASCADE AVE LOT 56,COLO SPGS,38.883966,-104.822714,38.88390756,-104.8244535,150.7
1298508,1835 PRESIDENTIAL HTS APT 812,COLO SPGS,38.803905,-104.853947,38.80430697,-104.8522872,150.6
1005882,,,38.669029,-104.867414,38.66778583,-104.8667246,150.6
1006820,5430 GRANTSVILLE GRV APT 101,COLO SPGS,38.908923,-104.713257,38.90848326,-104.7116115,150.5
1100280,1940 S CHELTON RD APT G133,COLO SPGS,38.804506,-104.752843,38.80317518,-104.7531602,150.5
1224514,"3704 W COLORADO AVE, WSHHSE",COLO SPGS,38.857379,-104.886065,38.85873265,-104.8860654,150.5
1127046,3100 WOOD AVE LOT I15,COLO SPGS,38.876552,-104.824622,38.87648185,-104.8263585,150.5
1298509,1835 PRESIDENTIAL HTS APT 825,COLO SPGS,38.803905,-104.853947,38.80423392,-104.8522644,150.3
1190758,462 N LIMIT ST,COLO SPGS,38.842689,-104.840901,38.84143853,-104.840248,150.1
1048669,2220 LA LOMA CIR,COLO SPGS,38.669029,-104.867414,38.66778298,-104.8667626,149.6
1286200,"2519 OLD BROADMOOR RD, PHONE EQUIP",COLO SPGS,38.795,-104.833573,38.79634429,-104.8336537,149.6
1113810,1940 S CHELTON RD APT D117,COLO SPGS,38.804506,-104.752843,38.80363583,-104.7541567,149.4
1110169,1940 S CHELTON RD APT D115,COLO SPGS,38.804506,-104.752843,38.80361078,-104.7541294,149.4
1267063,2740 VICKERS DR APT 418,COLO SPGS,38.914631,-104.776,38.91578178,-104.7768912,149.4
1062022,895 PISTOL RIVER WAY,COLO SPGS,39.010883,-104.809976,39.0112287,-104.8116461,149.3
1275928,"3702 INTERSTATE 25, CAMERA",COLO SPGS,38.886195,-104.835761,38.88485793,-104.8359162,149.3
1000570,"8160 EMPORIA AVE, CV",CASCADE,38.897128,-104.971903,38.89613133,-104.9730579,149.2
1146848,"610 S CHELTON RD, HSEMTRE",COLO SPGS,38.822816,-104.770975,38.82246943,-104.7726359,149.0
1157895,"102 PRINTERS PKWY, SPKG",COLO SPGS,38.832059,-104.788437,38.83072428,-104.7883194,148.8
1307142,903 W CHEYENNE RD REAR,COLO SPGS,38.800476,-104.84295,38.79916273,-104.8426231,148.8
1127434,2740 VICKERS DR APT 424,COLO SPGS,38.914631,-104.776,38.91580154,-104.7768306,148.7
1012539,"7033 N CAREFREE CIR, TRF SG",COLO SPGS,38.885011,-104.698931,38.88628006,-104.6983894,148.7
1276170,1835 PRESIDENTIAL HTS APT 811,COLO SPGS,38.803905,-104.853947,38.8042782,-104.8523002,148.6
1113806,"1897 1/2 S ACADEMY BLVD, SPKG",COLO SPGS,38.805141,-104.755563,38.80510457,-104.7572767,148.6
1003663,"8160 PIUTE RD, PROPANE SYSTEM",COLO SPGS,38.714458,-104.829736,38.71388476,-104.8281893,148.6
1280147,1835 PRESIDENTIAL HTS APT 826,COLO SPGS,38.803905,-104.853947,38.80420479,-104.8522775,148.5
1006837,5398 GRANTSVILLE GRV APT 103,COLO SPGS,38.908923,-104.713257,38.90882532,-104.7115483,148.2
1304034,"7188 N ACADEMY BLVD, TELMTR",COLO SPGS,38.935443,-104.798018,38.93452955,-104.7992608,147.9
1006805,"5430 GRANTSVILLE GRV, HSEMTR",COLO SPGS,38.908923,-104.713257,38.90848426,-104.711645,147.8
1135863,"3963 S US HIGHWAY 85-87, TRF SG",COLO SPGS,38.777476,-104.770663,38.77720809,-104.7723323,147.7
1113808,1940 S CHELTON RD APT D116,COLO SPGS,38.804506,-104.752843,38.80363593,-104.754127,147.4
1110148,1940 S CHELTON RD APT D114,COLO SPGS,38.804506,-104.752843,38.80366337,-104.7541568,147.4
1155450,"3375 GLENARM RD, PMPHSE",COLO SPGS,38.770338,-104.764745,38.77155926,-104.7654069,147.4
1067502,"10095 LEXINGTON DR, MODULAR",COLO SPGS,38.976931,-104.775744,38.97822155,-104.7761306,147.3
1073959,6195 TRANSMITTER LN,COLO SPGS,38.745369,-104.860068,38.74476834,-104.861578,147.0
1100278,1940 S CHELTON RD APT G132,COLO SPGS,38.804506,-104.752843,38.80320579,-104.7531447,146.9
1276169,1835 PRESIDENTIAL HTS APT 808,COLO SPGS,38.803905,-104.853947,38.80424944,-104.8523132,146.7
1299316,1835 PRESIDENTIAL HTS APT 827,COLO SPGS,38.803905,-104.853947,38.80417567,-104.8522907,146.6
1267046,2740 VICKERS DR APT 421,COLO SPGS,38.914631,-104.776,38.91576616,-104.7768576,146.4
1127112,3100 WOOD AVE LOT I14,COLO SPGS,38.87655,-104.824696,38.87639137,-104.8263688,145.9
1190760,460 N LIMIT ST,COLO SPGS,38.842643,-104.840831,38.84141265,-104.8402456,145.9
1226481,2740 VICKERS DR APT 423,COLO SPGS,38.914631,-104.776,38.91578592,-104.7767971,145.8
1113822,1940 S CHELTON RD APT D118,COLO SPGS,38.804506,-104.752843,38.80368579,-104.754156,145.8
1275721,"2710 VICKERS DR, HSEMTR",COLO SPGS,38.914631,-104.776,38.91472721,-104.7776768,145.5
1006834,5398 GRANTSVILLE GRV APT 101,COLO SPGS,38.908923,-104.713257,38.90882717,-104.7115814,145.4
1110196,1940 S CHELTON RD APT D113,COLO SPGS,38.804506,-104.752843,38.80366393,-104.7541274,145.4
1072287,"4180 BARDOT DR, PHONE EQUIP",COLO SPGS,38.960162,-104.748655,38.96082497,-104.7472088,145.2
1008264,"4783 DESERT VARNISH DR, SPKG",,38.901099,-104.68814,38.90054224,-104.6896551,145.0
1280157,1835 PRESIDENTIAL HTS APT 828,COLO SPGS,38.803905,-104.853947,38.80414654,-104.8523038,144.9
1299315,1835 PRESIDENTIAL HTS APT 806,COLO SPGS,38.803905,-104.853947,38.80422067,-104.8523262,144.8
1011456,"5807 BARNES RD, TRF SG",COLO SPGS,38.893315,-104.719086,38.89335696,-104.7174175,144.5
1107845,"2750 S ACADEMY BLVD, TRF SG",COLO SPGS,38.792555,-104.759315,38.7930461,-104.7577741,144.3
1001055,11415 BELVIDERE AVE,GN MTN FLS,38.935397,-105.030339,38.93664208,-105.0298711,144.2
1110151,1940 S CHELTON RD APT D214,COLO SPGS,38.804506,-104.752843,38.80371499,-104.754162,144.2
1040842,"6255 PRAIRIE HILLS VW, G6+7",COLO SPGS,38.911295,-104.713526,38.9113602,-104.7118677,143.7
1310159,3050 HOLLYCREST DR,COLO SPGS,38.971603,-104.773248,38.97094563,-104.7718186,143.6
1226493,2710 VICKERS DR APT 134,COLO SPGS,38.914631,-104.776,38.91467765,-104.7776589,143.6
1110197,1940 S CHELTON RD APT D213,COLO SPGS,38.804506,-104.752843,38.80368944,-104.7541275,143.6
1197358,"3100 N NEVADA AVE, SPKG",COLO SPGS,38.877023,-104.821223,38.87686584,-104.8195765,143.6
1265286,"5873 N NEVADA AVE, TRF SG",COLO SPGS,38.915143,-104.815038,38.91540322,-104.8166635,143.6
1226449,2740 VICKERS DR APT 422,COLO SPGS,38.914631,-104.776,38.91575054,-104.7768241,143.5
1006835,5462 GRANTSVILLE GRV APT 101,COLO SPGS,38.908923,-104.713257,38.9082508,-104.7118438,143.3
1100282,1940 S CHELTON RD APT G131,COLO SPGS,38.804506,-104.752843,38.8032364,-104.7531291,143.3
1123207,3100 WOOD AVE LOT I10,COLO SPGS,38.876546,-104.825153,38.87565672,-104.8263514,143.3
1298507,1835 PRESIDENTIAL HTS APT 804,COLO SPGS,38.803905,-104.853947,38.80419191,-104.8523392,142.9
1001138,5575 KULSA RD,CASCADE,38.912922,-104.984928,38.91290746,-104.9865771,142.7
1059646,751 S ACADEMY BLVD,COLO SPGS,38.820497,-104.757163,38.82177324,-104.7570004,142.6
1278107,601 SOUTHSIDE RD,MANITOU,38.853364,-104.914235,38.85244513,-104.9130889,142.4
1231844,"3650 1/2 BRADLEY RD, RRX SG",COLO SPGS,38.770307,-104.760835,38.77124173,-104.7619536,142.2
1113809,1940 S CHELTON RD APT D216,COLO SPGS,38.804506,-104.752843,38.80374131,-104.7541587,142.2
1268072,2710 VICKERS DR APT 111,COLO SPGS,38.914631,-104.776,38.91471606,-104.7776399,142.2
1006340,5398 GRANTSVILLE GRV APT 204,COLO SPGS,38.908923,-104.713257,38.90882734,-104.7116184,142.2
1113811,1940 S CHELTON RD APT D217,COLO SPGS,38.804506,-104.752843,38.80371779,-104.7541303,141.9
1010055,"9280 GRAND CORDERA PKWY, MAINT BLDG",COLO SPGS,38.964674,-104.73556,38.96574218,-104.7364581,141.9
1006836,5462 GRANTSVILLE GRV APT 102,COLO SPGS,38.908923,-104.713257,38.90827752,-104.7118442,141.8
1071772,"615 S CHELTON RD, RESTRM",COLO SPGS,38.821751,-104.763805,38.82161324,-104.7654287,141.5
1002006,"8655 W US HIGHWAY 24, GASPMP",CASCADE,38.915416,-104.981956,38.91464078,-104.9806602,141.4
1123208,3100 WOOD AVE LOT I11,COLO SPGS,38.876544,-104.825048,38.87579505,-104.8263674,141.4
1280160,1835 PRESIDENTIAL HTS APT 802,COLO SPGS,38.803905,-104.853947,38.80416314,-104.8523522,141.1
1001066,9860 FOUNTAIN RD,CASCADE,38.92355,-105.001207,38.92443313,-105.0023771,141.0
1225311,2710 VICKERS DR APT 133,COLO SPGS,38.914631,-104.776,38.91466663,-104.7776225,140.4
1142374,"3110 ORO BLANCO DR, TRF SG",COLO SPGS,38.877626,-104.741035,38.87671918,-104.7399062,140.4
1136239,"5108 N NEVADA AVE, TRF SG",COLO SPGS,38.902215,-104.818237,38.90337957,-104.817612,140.3
1155449,"900 AVIATION WAY, S MTR STATION PAFB DISCH",COLO SPGS,38.816338,-104.722987,38.81551971,-104.7242179,140.2
1113821,1940 S CHELTON RD APT D218,COLO SPGS,38.804506,-104.752843,38.80374181,-104.7541292,140.2
1006833,5462 GRANTSVILLE GRV APT 104,COLO SPGS,38.908923,-104.713257,38.90830411,-104.7118461,140.1
1002166,9525 MOHAWK TRL,CASCADE,38.919271,-104.996811,38.91802085,-104.9970079,140.1
1297573,"3379 BROADMOOR VALLEY RD, CV",COLO SPGS,38.784691,-104.827612,38.78457824,-104.829219,139.9
1301006,"97 PRO RODEO DR, LIGHTS",COLO SPGS,38.912435,-104.823484,38.913268,-104.8246952,139.9
1148232,5102 GALLEY RD LOT 129A,COLO SPGS,38.848109,-104.736876,38.84738177,-104.7355615,139.6
1225413,"5803 N CAREFREE CIR, LIGHTS",COLO SPGS,38.88506,-104.718754,38.88505768,-104.7203666,139.6
1286174,"1835 PRESIDENTIAL HTS, HSEMTR",COLO SPGS,38.803905,-104.853947,38.80413437,-104.8523652,139.4
1002669,4210 OUTPOST RD,CASCADE,38.893674,-104.964349,38.89258394,-104.9635554,139.3
1000707,1350 ROCK CREEK CANYON RD,COLO SPGS,38.709671,-104.851017,38.71029134,-104.8524085,139.1
1012846,"2325 SINTON RD, COMTWR",COLO SPGS,38.865975,-104.83253,38.86474049,-104.8327807,139.0
1226491,2710 VICKERS DR APT 112,COLO SPGS,38.914631,-104.776,38.91470504,-104.7776035,139.0
1006803,5398 GRANTSVILLE GRV APT 201,COLO SPGS,38.908923,-104.713257,38.90882796,-104.7116555,139.0
1006830,5462 GRANTSVILLE GRV APT 201,COLO SPGS,38.908923,-104.713257,38.90833115,-104.7118434,138.9
1126944,1086 GOLD CAMP RD,COLO SPGS,38.816485,-104.883656,38.81663907,-104.8820666,138.8
1227446,"4716 BARNES RD, TELMTR",COLO SPGS,38.897071,-104.742165,38.89707159,-104.740565,138.5
1123032,3029 N EL PASO ST UNIT A,COLO SPGS,38.874845,-104.812505,38.8760822,-104.812341,138.3
1201748,"1420 AUSTIN BLUFFS PKWY, W LAWN LIGHTS",COLO SPGS,38.893591,-104.803877,38.8935936,-104.8022805,138.2
1272488,"2750 VICKERS DR, CLUB HOUSE",COLO SPGS,38.914631,-104.776,38.915451,-104.7772001,138.2
1127151,3100 WOOD AVE LOT H2,COLO SPGS,38.876306,-104.825272,38.87670561,-104.8267843,138.2
1095671,7205 E US HIGHWAY 24 UNIT 105,COLO SPGS,38.839458,-104.693457,38.84066178,-104.6938492,138.1
1123176,3100 WOOD AVE LOT F1,COLO SPGS,38.875897,-104.825417,38.87670469,-104.8266267,138.0
1143146,"2434 ROBIN DR, PHONE EQUIP",COLO SPGS,38.866472,-104.790866,38.86723943,-104.7921172,137.9
1073954,6165 TRANSMITTER LN BLDG A1,COLO SPGS,38.745369,-104.860068,38.74562329,-104.8616217,137.7
1221923,"404 W FONTANERO ST, ELEC3",COLO SPGS,38.862175,-104.83194,38.86101849,-104.8313738,137.6
1006838,5462 GRANTSVILLE GRV APT 203,COLO SPGS,38.908923,-104.713257,38.90835347,-104.711846,137.5
1049044,10150 S STATE HIGHWAY 115,COLO SPGS,38.682834,-104.848518,38.68197503,-104.8496555,137.4
1207929,"5106 N NEVADA AVE, W MTR",COLO SPGS,38.902226,-104.817996,38.90342472,-104.8176131,137.3
1270128,2710 VICKERS DR APT 132,COLO SPGS,38.914631,-104.776,38.91465562,-104.7775861,137.3
1090060,7205 E US HIGHWAY 24 UNIT 110,COLO SPGS,38.839458,-104.693457,38.84066143,-104.6938082,137.2
1078185,"3196 SPOTTED TAIL DR, SPKG",COLO SPGS,38.786069,-104.734897,38.78512993,-104.7359214,137.1
1216215,"1840 SCHOLAR PT, HSEMTR",COLO SPGS,38.803438,-104.852217,38.80443807,-104.853141,137.0
1153035,109 N WAHSATCH AVE,COLO SPGS,38.835567,-104.817344,38.83585703,-104.8158065,137.0
1279723,1840 SCHOLAR PT APT 928,COLO SPGS,38.803438,-104.852217,38.80440765,-104.8531909,136.9
1287739,"3633 W COLORADO AVE, LIGHTS",COLO SPGS,38.856408,-104.884239,38.85649843,-104.8858155,136.9
1169954,"4205 STANTON ST, SPKG",COLO SPGS,38.894698,-104.807577,38.89592336,-104.8077342,136.9
1006831,5462 GRANTSVILLE GRV APT 103,COLO SPGS,38.908923,-104.713257,38.90837477,-104.7118415,136.8
1123184,3100 WOOD AVE LOT I12,COLO SPGS,38.876544,-104.824941,38.87598954,-104.8263502,136.7
1045392,4285 BARDOT DR,COLO SPGS,38.958322,-104.747667,38.95709787,-104.7478132,136.7
1082163,7205 E US HIGHWAY 24 UNIT 115,COLO SPGS,38.839458,-104.693457,38.84066201,-104.6937665,136.5
1065844,"13316 PRIDE MOUNTAIN DR, SPKG",COLO SPGS,39.023002,-104.803203,39.02179181,-104.8029504,136.3
1225313,2710 VICKERS DR APT 113,COLO SPGS,38.914631,-104.776,38.91469403,-104.7775671,135.8
1126233,3100 WOOD AVE LOT M1,COLO SPGS,38.875718,-104.825753,38.87665941,-104.8267511,135.7
1006338,5398 GRANTSVILLE GRV APT 202,COLO SPGS,38.908923,-104.713257,38.90882723,-104.7116949,135.6
1169784,3029 N EL PASO ST UNIT B,COLO SPGS,38.874845,-104.812505,38.8760561,-104.8123388,135.4
1082162,7205 E US HIGHWAY 24 UNIT 120,COLO SPGS,38.839458,-104.693457,38.84065716,-104.6937202,135.3
1006832,5462 GRANTSVILLE GRV APT 202,COLO SPGS,38.908923,-104.713257,38.90840098,-104.7118455,135.2
1039318,6405 CACHE DR,COLO SPGS,38.912072,-104.710044,38.91094895,-104.7106439,135.2
1082160,7205 E US HIGHWAY 24 UNIT 125,COLO SPGS,38.839458,-104.693457,38.84065798,-104.6936777,134.8
1205505,"2325 SINTON RD, SIGN",COLO SPGS,38.865975,-104.83253,38.86478168,-104.8327803,134.4
1143376,54 AUDUBON DR,COLO SPGS,38.831575,-104.761878,38.83036995,-104.7617767,134.3
1000664,10410 S STATE HIGHWAY 115 LOT 20,COLO SPGS,38.679596,-104.851432,38.68003705,-104.8499921,134.3
1006598,"5998 BARNES RD, SIGN",COLO SPGS,38.89443,-104.715452,38.89389472,-104.7168419,134.2
1279721,1840 SCHOLAR PT APT 911,COLO SPGS,38.803438,-104.852217,38.80440727,-104.8531381,134.1
1133214,1070 JACKS VALLEY RD,COLO SPGS,39.037959,-104.857618,39.03808562,-104.8560745,134.1
