BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY,BADGE_SPID,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_LID,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_LID,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1232505,,535483,26036,5,3,0,3,1.0,1.0,1.0,4,9,9,1.0,9482629714,9206 ORO CITY LOOP,COLO SPGS,38.915812,-104.6556395,12FR-32,-104.6556395,38.915812,38.915813,-104.655621,1.6,False,,,,,,,,,PD110936,PD110936,12FR-32,UG Transformer Bank,RBLR55-2,38.91586793,-104.6555758,25,,8.3,new_assignment
1232552,,535483,26036,5,3,0,3,1.0,1.0,1.0,4,9,9,1.0,4187730099,9226 ORO CITY LOOP,COLO SPGS,38.91603656,-104.6557089,12FR-32,-104.6557089,38.91603656,38.915997,-104.65569,4.7,False,,,,,,,,,PD110936,PD110936,12FR-32,UG Transformer Bank,RBLR55-2,38.91586793,-104.6555758,25,,22.0,new_assignment
1280972,,428,648,3,2,0,2,1.0,1.0,1.0,2,9,9,1.0,8571989083,"5450 PIKES PEAK TOLL RD, CONST TRLR",CASCADE,38.92075593,-105.0251546,,-105.0251546,38.92075593,38.920749,-105.025144,1.2,False,,,,,,,,,OH49258,OH049258,12GM-2,OH Transformer Bank,,38.92082422,-105.0251126,25,,8.4,new_assignment
1130929,,62688,17123,3,2,0,2,1.0,1.0,1.0,2,9,9,1.0,5801844220,"9194 HIGHLAND RIDGE HTS, HSEMTR",COLO SPGS,38.96305341,-104.7864083,,-104.7864083,38.96305341,38.963047,-104.786398,1.1,False,,,,,,,,,PD20731,PD020731,12KC-11,UG Transformer Bank,GSL-706,38.9634581,-104.7842975,10,,188.0,new_assignment
1074805,,4623,17201,3,2,0,2,1.0,1.0,1.0,2,9,9,1.0,1347916965,701 W CHEYENNE RD,COLO SPGS,38.80075688,-104.8404725,,-104.8404725,38.80075688,38.800751,-104.840463,1.1,False,,,,,,,,,OH27506,OH027506,12SP-35,OH Transformer Bank,,38.80216036,-104.8404167,25,,156.1,new_assignment
1062586,,1532,14419,2,1,0,1,1.0,1.0,1.0,1,9,9,1.0,642038321,5226 BRADY RD,COLO SPGS,38.86600169,-104.7297735,,-104.7297735,38.86600169,38.865995,-104.729764,1.1,False,,,,,,,,,OH7963,OH007963,13RI-9,OH Transformer Bank,,38.8654065,-104.7301599,15,,74.2,new_assignment
1169183,,20955,35528,2,1,0,1,1.0,1.0,1.0,1,9,9,1.0,58335391,904 MANITOU BLVD,COLO SPGS,38.84477074,-104.8411183,13Y-1,-104.8411183,38.84477074,38.844774,-104.841154,3.1,False,,,,,,,,,OH25299,OH025299,13Y-1,OH Transformer Bank,,38.84444418,-104.8421452,25,,96.1,new_assignment
1257712,,7913,44572,2,1,0,1,1.0,1.0,1.0,1,9,9,1.0,7716749459,,,38.93131298,-104.8681333,,-104.8681333,38.93131298,38.931307,-104.868123,1.1,False,,,,,,,,,PD489,PD000489,12OV-2,UG Transformer Bank,ROV-76,38.93110847,-104.8683866,25,,31.6,new_assignment
1257596,,476,44897,2,1,0,1,1.0,1.0,1.0,1,9,9,1.0,176209968,,,38.91475575,-104.9901736,,-104.9901736,38.91475575,38.914721,-104.990163,4.0,False,,,,,,,,,OH50694,OH050694,12GM-4,OH Transformer Bank,,38.91438322,-104.9893832,25,,80.0,new_assignment
1257653,,14180,44909,2,1,0,1,1.0,1.0,1.0,1,9,9,1.0,7380947364,,,38.85374326,-104.7470809,,-104.7470809,38.85374326,38.853737,-104.747071,1.1,False,,,,,,,,,UG4633,UG004633,13PV-3,UG Transformer Bank,RAE-31,38.85370163,-104.7472579,25,,16.0,new_assignment
1113152,25813,14647,25080,14,14,1,13,0.9286,0.8571,1.0,13,9,9,1.0,1248123830,5102 GALLEY RD LOT 429AW,COLO SPGS,38.84892328,-104.7377773,13PV-3,-104.7377773,38.84892328,38.848958,-104.737764,4.0,False,UG5060,UG005060,13PV-3,UG Transformer Bank,MCP-18,38.84909732,-104.7373356,25,UG5059,UG005059,13PV-3,UG Transformer Bank,MCP-17,38.8484891,-104.7374311,25,42.9,56.8,same_feeder_ambiguous
1000727,221438,5576,59,13,13,1,12,0.9231,0.8462,1.0,12,9,9,1.0,1864154672,10410 S STATE HIGHWAY 115 LOT 10,COLO SPGS,38.6795455,-104.8501639,12JL-1,-104.8501639,38.6795455,38.679576,-104.850109,5.8,False,OH52454,OH052454,12JL-1,OH Transformer Bank,,38.67967012,-104.8497273,50,OH42111,OH042111,12JL-1,OH Transformer Bank,,38.67977846,-104.849524,50,40.4,61.3,same_feeder_ambiguous
1035302,286723,286724,3105,13,13,1,12,0.9231,0.8462,1.0,12,9,9,1.0,2213970551,7862 WAGONWOOD PL,COLO SPGS,38.94574253,-104.6861721,,-104.6861721,38.94574253,38.945736,-104.686162,1.1,False,PD102312,PD102312,12FR-31,UG Transformer Bank,RFM-193,38.94607488,-104.6859694,50,PD102314,PD102314,12FR-31,UG Transformer Bank,RFM-194,38.94523387,-104.6861045,50,40.9,56.9,same_feeder_ambiguous
1090506,1307,1332,13456,12,12,1,11,0.9167,0.8333,1.0,11,9,9,1.0,5299721695,"3101 CHAMBERS WAY, CHAPEL",COLO SPGS,38.87201139,-104.8701818,13FV-1,-104.8701818,38.87201139,38.872005,-104.870172,1.1,False,OH30093,OH030093,13FV-1,OH Transformer Bank,,38.87183337,-104.868458,15,OH30956,OH030956,13FV-1,OH Transformer Bank,,38.87092281,-104.8700037,25,150.5,122.0,same_feeder_ambiguous
1007408,10755,24394,855,11,11,1,10,0.9091,0.8182,1.0,10,9,9,1.0,6080818182,4630 DOUBLE LASSO CT,COLO SPGS,38.89825198,-104.7155344,12ST-1,-104.7155344,38.89825198,38.898214,-104.715515,4.5,False,PD13016,PD013016,12ST-21,UG Transformer Bank,RSH23-12,38.89852069,-104.7156006,25,PD13015,PD013015,12ST-21,UG Transformer Bank,RSH23-13,38.89811295,-104.7150299,25,30.4,46.3,same_feeder_ambiguous
1011409,6657,6551,1265,11,11,1,10,0.9091,0.8182,1.0,10,9,9,1.0,6177163715,"8232 N POWERS BLVD, VMS SIGN",COLO SPGS,38.94972037,-104.7208925,12BG-21,-104.7208925,38.94972037,38.950738,-104.721397,121.3,True,PD14688,PD014688,12BG-21,UG Transformer Bank,RF-144,38.94892968,-104.7217343,25,PD11982,PD011982,13BG-3,UG Transformer Bank,RF-160,38.95061834,-104.7230002,25,114.1,207.8,cross_feeder_likely_gis_error
1300735,22426,6716,50217,11,11,1,10,0.9091,0.8182,1.0,10,9,9,1.0,9198395,"2078 SILKWOOD DR, SPKG",COLO SPGS,38.94715194,-104.7887374,13CW-3,-104.7887374,38.94715194,38.946997,-104.788614,20.3,False,PD3848,PD003848,13CW-3,UG Transformer Bank,RSCA-5,38.94732745,-104.7888806,25,PD3846,PD003846,13CW-3,UG Transformer Bank,RSCA-3,38.94841863,-104.7887388,25,23.1,140.8,same_feeder_ambiguous
1005541,280,294,486,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,6922037336,6920 HOWARD ST,GN MTN FLS,38.93386824,-105.0168478,12GM-4,-105.0168478,38.93386824,38.933987,-105.016858,13.2,False,OH49143,OH049143,12GM-4,OH Transformer Bank,,38.93429571,-105.0169705,75,OH50070,OH050070,12GM-4,OH Transformer Bank,,38.93321318,-105.0163112,25,48.7,86.4,same_feeder_ambiguous
1303089,5146,5165,1928,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,4242298010,1311 FOREST RD,COLO SPGS,38.77064971,-104.7713802,12BY-31,-104.7713802,38.77064971,38.770643,-104.77137,1.2,False,OH18445,OH018445,12BY-31,OH Transformer Bank,,38.77096533,-104.7714274,15,OH17655,OH017655,12BY-31,OH Transformer Bank,,38.76989867,-104.7712649,25,35.3,84.1,same_feeder_ambiguous
1096135,375313,375310,4893,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,2074536796,4361 HANGING LAKE CIR,COLO SPGS,38.9832544,-104.7448518,12KC-44,-104.7448518,38.9832544,38.983244,-104.744883,2.9,False,PD105843,PD105843,12KC-44,UG Transformer Bank,RC52-11,38.98301842,-104.7437934,50,PD105842,PD105842,12KC-44,UG Transformer Bank,RC52-10,38.98277436,-104.745255,25,95.2,63.7,same_feeder_ambiguous
1056582,376047,376048,7462,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,6780149444,4183 PARKWOOD TRL,COLO SPGS,38.93571976,-104.7501359,13CW-1,-104.7501359,38.93571976,38.935713,-104.750125,1.2,False,PD105974,PD105974,13CW-1,UG Transformer Bank,RMCC-16,38.93587806,-104.7499369,25,PD105970,PD105970,13CW-1,UG Transformer Bank,RMCC-17,38.93580558,-104.7503249,50,24.6,18.9,same_feeder_ambiguous
1128856,11940,11955,12030,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,9351242599,5305 WHIP TRL,COLO SPGS,38.88583713,-104.7330928,13PR-3,-104.7330928,38.88583713,38.885847,-104.733085,1.3,False,PD7767,PD007767,13PR-3,UG Transformer Bank,RTHS-166,38.88566173,-104.7336333,25,PD7768,PD007768,13PR-3,UG Transformer Bank,RTHS-165,38.88549905,-104.7328804,25,50.7,41.8,same_feeder_ambiguous
1060487,370188,370187,12044,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,4032475878,1026 NATIVE DANCER TER,COLO SPGS,39.00685842,-104.8099836,12KC-13,-104.8099836,39.00685842,39.006824,-104.809973,3.9,False,PD105665,PD105665,12KC-13,UG Transformer Bank,RTF4A-3,39.00674001,-104.8091928,50,PD105583,PD105583,12KC-13,UG Transformer Bank,RTF4A-2,39.00640771,-104.8102966,25,69.6,56.9,same_feeder_ambiguous
1079334,16151,16123,13784,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,4725164865,4345 EARLYVIEW CT,COLO SPGS,38.81945031,-104.7463291,12PV-2,-104.7463291,38.81945031,38.819478,-104.746309,3.5,False,PD8948,PD008948,12PV-2,UG Transformer Bank,RTRA-16,38.81951522,-104.7468865,25,PD9635,PD009635,12PV-2,UG Transformer Bank,RTRA-17,38.81988972,-104.7461866,25,48.8,50.4,same_feeder_ambiguous
1304023,22626,7050,29645,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,8159077239,7599 RED MOUNTAIN DR,COLO SPGS,38.94258362,-104.7878656,13CW-1,-104.7878656,38.94258362,38.942609,-104.787859,2.9,False,PD3276,PD003276,13CW-1,UG Transformer Bank,RBGT-53,38.9422237,-104.7878131,25,PD3265,PD003265,13CW-1,UG Transformer Bank,RBGT-51,38.94309528,-104.7881665,25,40.3,62.6,same_feeder_ambiguous
1145057,14487,14481,30667,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,3819501204,5102 GALLEY RD LOT 236A,COLO SPGS,38.84993693,-104.7346592,13PV-3,-104.7346592,38.84993693,38.849975,-104.734647,4.4,False,UG5066,UG005066,13PV-3,UG Transformer Bank,MCP-27,38.85005233,-104.7350847,25,UG5052,UG005052,13PV-3,UG Transformer Bank,MCP-30,38.85011089,-104.7336922,25,39.0,85.9,same_feeder_ambiguous
1276470,93728,93727,30983,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,1225384660,"1971 LA BELLEZZA GRV, E MTR",COLO SPGS,38.94743758,-104.8655933,12OV-1,-104.8655933,38.94743758,38.947516,-104.865878,26.1,False,PD17335,PD017335,12OV-1,UG Transformer Bank,RLBP-7,38.94724953,-104.8655801,25,PD17334,PD017334,12OV-1,UG Transformer Bank,RLBP-6,38.94726566,-104.8650646,50,20.9,49.6,same_feeder_ambiguous
1189188,4310,4297,35101,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,2504145353,518 KINNIKINNIK DR,COLO SPGS,38.81140087,-104.8364372,13S-15,-104.8364372,38.81140087,38.811273,-104.836345,16.3,False,OH28460,OH028460,13S-15,OH Transformer Bank,,38.81125174,-104.8372872,25,OH28496,OH028496,12SP-35,OH Transformer Bank,,38.81147053,-104.8356978,25,75.5,64.5,cross_feeder_likely_gis_error
1275629,23470,9007,42314,10,10,1,9,0.9,0.8,1.0,9,9,9,1.0,5084024030,"6161 LEHMAN DR, PHONE EQUIP",COLO SPGS,38.91971157,-104.790471,13CW-2,-104.790471,38.91971157,38.919702,-104.790487,1.7,False,PD1879,PD001879,13CW-2,UG Transformer Bank,CE-1,38.91968596,-104.7902853,75,PD1880,PD001880,13CW-10,UG Transformer Bank,RE-117,38.91957776,-104.7906743,25,16.3,23.0,cross_feeder_likely_gis_error
1097193,,391152,22008,6,5,0,4,0.8,0.8,1.0,5,9,9,1.0,1613364441,2419 ANTICA CT,COLO SPGS,39.01149258,-104.7826618,12FH-13,-104.7826618,39.01149258,39.011495,-104.782652,0.9,False,,,,,,,,,UG129042,UG129042,12FH-13,UG Transformer Bank,RFHT-9,39.01147499,-104.7828291,25,,14.6,new_assignment
1001688,327,322,528,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,2687782902,6701 PARK AVE,GN MTN FLS,38.93086683,-105.0137418,12GM-4,-105.0137418,38.93086683,38.930721,-105.013613,19.7,False,OH50026,OH050026,12GM-4,OH Transformer Bank,,38.9305599,-105.013844,25,OH50045,OH050045,12GM-4,OH Transformer Bank,,38.93105916,-105.0128659,25,35.3,78.7,same_feeder_ambiguous
1004441,9224,23592,1471,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,9477263435,5987 MAROON MESA DR,COLO SPGS,38.91693619,-104.745745,12AP-3,-104.745745,38.91693619,38.916868,-104.745689,9.0,False,PD14558,PD014558,12AP-3,UG Transformer Bank,RVM-53,38.91717735,-104.7456899,25,PD14557,PD014557,12AP-3,UG Transformer Bank,RVM-50,38.91661214,-104.7455983,25,27.2,38.2,same_feeder_ambiguous
1025076,10149,10140,1698,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,3387296869,6320 NATURITA TRL,COLO SPGS,38.90485906,-104.7098997,12ST-4,-104.7098997,38.90485906,38.904894,-104.709889,4.0,False,PD10521,PD010521,12ST-4,UG Transformer Bank,RSHR-178,38.90471338,-104.710249,25,PD10516,PD010516,12ST-4,UG Transformer Bank,RSHR-171,38.90497573,-104.7093013,25,34.3,53.4,same_feeder_ambiguous
1005587,11328,11397,1841,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,5281128490,4260 HICKORY HOLLOW DR,COLO SPGS,38.89118001,-104.7005355,12ST-3,-104.7005355,38.89118001,38.891123,-104.700539,6.3,False,PD16488,PD016488,12ST-3,UG Transformer Bank,RGC-34,38.89159214,-104.7003296,50,PD16487,PD016487,12ST-3,UG Transformer Bank,RGC-33,38.89089233,-104.7002571,25,49.2,40.0,same_feeder_ambiguous
1018997,22934,22944,5093,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,6100196618,6826 BECKNELL DR,COLO SPGS,38.92989429,-104.7360422,12BG-24,-104.7360422,38.92989429,38.929918,-104.736016,3.5,False,PD13456,PD013456,12BG-24,UG Transformer Bank,RWT-112,38.93040426,-104.7364262,25,PD13614,PD013614,12BG-24,UG Transformer Bank,RWT-85,38.92985179,-104.7355049,25,65.7,46.7,same_feeder_ambiguous
1024053,23997,23979,6397,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,2855554418,"5100 LEWISIA PT, LIGHTS",COLO SPGS,38.90608434,-104.7358909,12AP-4,-104.7358909,38.90608434,38.906079,-104.735793,8.5,False,PD5074,PD005074,12AP-4,UG Transformer Bank,ROF-117,38.90591298,-104.7357686,25,PD5075,PD005075,12AP-4,UG Transformer Bank,ROF-116,38.90612808,-104.7361603,25,21.8,23.8,same_feeder_ambiguous
1034362,159048,159049,8883,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,5474198331,5830 LEON YOUNG DR,COLO SPGS,38.96750529,-104.7233203,12BG-23,-104.7233203,38.96750529,38.967546,-104.723354,5.4,False,PD16911,PD016911,12BG-23,UG Transformer Bank,RVWR-82,38.96710756,-104.7236403,25,PD16910,PD016910,12BG-23,UG Transformer Bank,RVWR-83,38.96740763,-104.7228816,50,52.2,39.5,same_feeder_ambiguous
1039816,23622,23608,9957,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,2185694608,5832 HUERFANO DR,COLO SPGS,38.91549129,-104.7072765,12ST-1,-104.7072765,38.91549129,38.915486,-104.707122,13.4,False,PD13109,PD013109,12ST-21,UG Transformer Bank,RRV-49,38.91545172,-104.7074131,50,PD12274,PD012274,12ST-21,UG Transformer Bank,RRV-70,38.91587463,-104.7066794,25,12.6,67.0,same_feeder_ambiguous
1044203,343808,343807,11027,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,3603415682,5835 THURBER DR,COLO SPGS,38.96779431,-104.7237619,12BG-23,-104.7237619,38.96779431,38.967787,-104.723751,1.2,False,PD104158,PD104158,12BG-23,UG Transformer Bank,RVWR-197,38.968115,-104.723404,50,PD104157,PD104157,12BG-23,UG Transformer Bank,RVWR-196,38.96774918,-104.7242903,50,47.2,46.0,same_feeder_ambiguous
1045563,8972,8941,11268,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,8877168384,6167 MIRAMONT ST,COLO SPGS,38.91979957,-104.7119543,12BG-24,-104.7119543,38.91979957,38.91982,-104.711949,2.3,False,PD13487,PD013487,12BG-24,UG Transformer Bank,RRV-120,38.91929821,-104.7122535,50,PD13486,PD013486,12BG-24,UG Transformer Bank,RRV-121,38.91972505,-104.7126186,50,61.5,58.1,same_feeder_ambiguous
1048004,349595,349596,11703,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,4948301020,6706 BACKCOUNTRY LOOP,COLO SPGS,38.92886171,-104.6529416,12FR-32,-104.6529416,38.92886171,38.928827,-104.652931,4.0,False,PD104818,PD104818,12FR-32,UG Transformer Bank,RBLR-373,38.92906736,-104.6531,25,PD104816,PD104816,12FR-32,UG Transformer Bank,RBLR-372,38.92861566,-104.6533006,25,26.7,41.4,same_feeder_ambiguous
1057063,175356,172500,12793,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,5550374713,"7803 VISTA CERRO AVE, E MTR",COLO SPGS,38.93427498,-104.6823156,12ST-22,-104.6823156,38.93427498,38.934268,-104.682305,1.2,False,PD21661,PD021661,12ST-22,UG Transformer Bank,GSL-897,38.9346064,-104.6819068,10,PD21423,PD021423,12ST-22,UG Transformer Bank,RBLR-5,38.93397342,-104.6820161,50,51.1,42.4,same_feeder_ambiguous
1079095,5431,5428,15855,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,7224500440,"202 MAIN ST, TELMTR",COLO SPGS,38.75198387,-104.7432783,12BY-34,-104.7432783,38.75198387,38.75154,-104.744223,95.6,False,OH21428,OH021428,12BY-34,OH Transformer Bank,,38.75198893,-104.7431967,15,OH21422,OH021422,12BY-34,OH Transformer Bank,,38.75252507,-104.7435056,25,7.1,63.3,same_feeder_ambiguous
1282485,27349,19389,16048,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,8831690504,640 ROBINGLEN CT,COLO SPGS,38.76321789,-104.8174875,12JL-1,-104.8174875,38.76321789,38.763246,-104.817467,3.6,False,PD12486,PD012486,12JL-1,UG Transformer Bank,RBMG-10,38.76293902,-104.8174273,25,PD12485,PD012485,12JL-1,UG Transformer Bank,RBMG-9,38.7633121,-104.8179756,25,31.4,43.6,same_feeder_ambiguous
1071231,27374,27382,16095,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,4824732286,4875 GOULET WAY,COLO SPGS,38.76082787,-104.7324849,13KE-71,-104.7324849,38.76082787,38.760859,-104.732475,3.6,False,PD7882,PD007882,13KE-71,UG Transformer Bank,RPRR-39,38.76120796,-104.7324382,25,PD7881,PD007881,13KE-71,UG Transformer Bank,RPRR-28,38.76060426,-104.7326405,25,42.5,28.3,same_feeder_ambiguous
1076760,145602,130227,17633,9,9,1,8,0.8889,0.7778,1.0,8,9,9,1.0,2909121615,"3414 LUCKY LINDY LN, SPKG",COLO SPGS,38.77942328,-104.7306435,13KE-71,-104.7306435,38.77942328,38.779441,-104.730547,8.6,False,PD17636,PD017636,13KE-71,UG Transformer Bank,RBS-32,38.77970374,-104.7312887,25,PD16834,PD016834,13KE-71,UG Transformer Bank,RBS-26,38.77874925,-104.7309058,25,64.0,78.3,same_feeder_ambiguous
